,id_pool,id_strain,pct_reads,has_assembly
5,LIB060784_GEN00271354_112_S112,LIB060784_GEN00271347_105_S105,0.0069831710614432765,True
6,LIB060784_GEN00271354_112_S112,LIB060784_GEN00271355_113_S113,0.03346362266690102,True
0,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271340_98_S98,0.004420007164905294,True
1,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271348_106_S106,0.004469734523596282,True
2,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271356_114_S114,0.004469734523596282,True
3,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271363_121_S121,0.017161926859647004,True
4,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271364_122_S122,0.004465829233646729,True
5,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271371_129_S129,0.00022103941114476024,True
6,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271372_130_S130,0.004469474170932979,True
7,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271379_137_S137,0.04956776250838336,True
8,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271380_138_S138,0.0012335509187324783,True
9,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271387_145_S145,0.07269358782632603,True
10,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271395_153_S153,0.01296374016387638,True
11,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271403_161_S161,0.004794654647399181,True
12,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271411_169_S169,0.00028612757697066136,True
13,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271419_177_S177,0.004423652102191544,True
14,LIB060784_GEN00271362_120_S120,LIB060784_GEN00271427_185_S185,0.000490504417663991,True
0,LIB060784_GEN00271370_128_S128,LIB060784_GEN00271341_99_S99,0.0028445663684573273,True
1,LIB060784_GEN00271370_128_S128,LIB060784_GEN00271388_146_S146,0.04621270514070125,True
2,LIB060784_GEN00271370_128_S128,LIB060784_GEN00271396_154_S154,0.018198654274280995,True
3,LIB060784_GEN00271370_128_S128,LIB060784_GEN00271404_162_S162,0.0011303497899031148,True
4,LIB060784_GEN00271370_128_S128,LIB060784_GEN00271412_170_S170,0.0061767079519620596,True
5,LIB060784_GEN00271370_128_S128,LIB060784_GEN00271420_178_S178,0.0060706739367937575,True
6,LIB060784_GEN00271370_128_S128,LIB060784_GEN00271428_186_S186,0.01633150402000327,True
0,LIB060784_GEN00271378_136_S136,LIB060784_GEN00271349_107_S107,0.022552318791706303,True
1,LIB060784_GEN00271378_136_S136,LIB060784_GEN00271357_115_S115,0.01669899103210422,True
2,LIB060784_GEN00271378_136_S136,LIB060784_GEN00271365_123_S123,0.024719995530338285,True
3,LIB060784_GEN00271378_136_S136,LIB060784_GEN00271373_131_S131,0.042209730868492036,True
4,LIB060784_GEN00271378_136_S136,LIB060784_GEN00271381_139_S139,0.0006768188893436604,True
5,LIB060784_GEN00271378_136_S136,LIB060784_GEN00271389_147_S147,0.022522654505886724,True
6,LIB060784_GEN00271378_136_S136,LIB060784_GEN00271397_155_S155,0.042390992394113515,True
7,LIB060784_GEN00271378_136_S136,LIB060784_GEN00271405_163_S163,0.016686069778771764,True
8,LIB060784_GEN00271378_136_S136,LIB060784_GEN00271413_171_S171,0.010067112261850837,True
9,LIB060784_GEN00271378_136_S136,LIB060784_GEN00271421_179_S179,0.022080784039813475,True
0,LIB060784_GEN00271385_143_S143,LIB060784_GEN00271243_1_S1,0.006503667985396422,True
1,LIB060784_GEN00271385_143_S143,LIB060784_GEN00271251_9_S9,0.001451788947674258,True
2,LIB060784_GEN00271385_143_S143,LIB060784_GEN00271259_17_S17,0.6562111796879719,True
3,LIB060784_GEN00271385_143_S143,LIB060784_GEN00271267_25_S25,0.0032802797848514803,True
4,LIB060784_GEN00271385_143_S143,LIB060784_GEN00271275_33_S33,0.03921984078784777,True
5,LIB060784_GEN00271385_143_S143,LIB060784_GEN00271283_41_S41,0.0008486913296757273,True
6,LIB060784_GEN00271385_143_S143,LIB060784_GEN00271291_49_S49,0.040684506431558486,True
7,LIB060784_GEN00271385_143_S143,LIB060784_GEN00271299_57_S57,0.039140707637660074,True
8,LIB060784_GEN00271385_143_S143,LIB060784_GEN00271307_65_S65,0.006502731498411952,True
9,LIB060784_GEN00271385_143_S143,LIB060784_GEN00271315_73_S73,6.251050621335702e-05,True
10,LIB060784_GEN00271385_143_S143,LIB060784_GEN00271323_81_S81,6.274462795947447e-05,True
0,LIB060784_GEN00271386_144_S144,LIB060784_GEN00271243_1_S1,0.028220679820246192,True
1,LIB060784_GEN00271386_144_S144,LIB060784_GEN00271251_9_S9,0.029078206266695807,True
2,LIB060784_GEN00271386_144_S144,LIB060784_GEN00271259_17_S17,0.07668169455745415,True
3,LIB060784_GEN00271386_144_S144,LIB060784_GEN00271267_25_S25,0.0023194117799397868,True
4,LIB060784_GEN00271386_144_S144,LIB060784_GEN00271275_33_S33,0.03918288354945759,True
5,LIB060784_GEN00271386_144_S144,LIB060784_GEN00271283_41_S41,0.006144032978584106,True
6,LIB060784_GEN00271386_144_S144,LIB060784_GEN00271291_49_S49,0.007391718225958582,True
7,LIB060784_GEN00271386_144_S144,LIB060784_GEN00271299_57_S57,0.03912842590044512,True
8,LIB060784_GEN00271386_144_S144,LIB060784_GEN00271307_65_S65,0.028209062188456865,True
9,LIB060784_GEN00271386_144_S144,LIB060784_GEN00271315_73_S73,0.003764838801728413,True
10,LIB060784_GEN00271386_144_S144,LIB060784_GEN00271323_81_S81,0.003771373719609909,True
0,LIB060784_GEN00271393_151_S151,LIB060784_GEN00271244_2_S2,0.6001015576012403,True
1,LIB060784_GEN00271393_151_S151,LIB060784_GEN00271252_10_S10,0.009481877466952482,True
2,LIB060784_GEN00271393_151_S151,LIB060784_GEN00271260_18_S18,0.022288589682173135,True
3,LIB060784_GEN00271393_151_S151,LIB060784_GEN00271268_26_S26,0.001053818513760625,True
4,LIB060784_GEN00271393_151_S151,LIB060784_GEN00271276_34_S34,0.006426324237124327,True
5,LIB060784_GEN00271393_151_S151,LIB060784_GEN00271284_42_S42,0.6683273114593768,True
6,LIB060784_GEN00271393_151_S151,LIB060784_GEN00271292_50_S50,0.0007795586815343254,True
7,LIB060784_GEN00271393_151_S151,LIB060784_GEN00271308_66_S66,0.0023375446096515476,True
8,LIB060784_GEN00271393_151_S151,LIB060784_GEN00271316_74_S74,0.0014686025669543605,True
9,LIB060784_GEN00271393_151_S151,LIB060784_GEN00271331_89_S89,0.022103713211109696,True
0,LIB060784_GEN00271394_152_S152,LIB060784_GEN00271244_2_S2,0.755636516358932,True
1,LIB060784_GEN00271394_152_S152,LIB060784_GEN00271252_10_S10,0.005441258384342367,True
2,LIB060784_GEN00271394_152_S152,LIB060784_GEN00271260_18_S18,0.006340932837511061,True
3,LIB060784_GEN00271394_152_S152,LIB060784_GEN00271268_26_S26,0.0012036723092636145,True
4,LIB060784_GEN00271394_152_S152,LIB060784_GEN00271276_34_S34,0.0020169234317719076,True
5,LIB060784_GEN00271394_152_S152,LIB060784_GEN00271284_42_S42,0.8471065146702657,True
6,LIB060784_GEN00271394_152_S152,LIB060784_GEN00271292_50_S50,0.00014726080684897316,True
7,LIB060784_GEN00271394_152_S152,LIB060784_GEN00271308_66_S66,0.0028773662414171303,True
8,LIB060784_GEN00271394_152_S152,LIB060784_GEN00271316_74_S74,0.0005799460346947977,True
9,LIB060784_GEN00271394_152_S152,LIB060784_GEN00271331_89_S89,0.0036392561301338256,True
0,LIB060784_GEN00271401_159_S159,LIB060784_GEN00271245_3_S3,0.13134301562767065,True
1,LIB060784_GEN00271401_159_S159,LIB060784_GEN00271253_11_S11,0.1989274959206234,True
2,LIB060784_GEN00271401_159_S159,LIB060784_GEN00271261_19_S19,0.5545542074450621,True
3,LIB060784_GEN00271401_159_S159,LIB060784_GEN00271269_27_S27,0.0038923462656027703,True
4,LIB060784_GEN00271401_159_S159,LIB060784_GEN00271285_43_S43,0.20240274360364813,True
5,LIB060784_GEN00271401_159_S159,LIB060784_GEN00271293_51_S51,0.5610544035748496,True
6,LIB060784_GEN00271401_159_S159,LIB060784_GEN00271324_82_S82,0.0020559812207265535,True
7,LIB060784_GEN00271401_159_S159,LIB060784_GEN00271332_90_S90,0.0004716952130805657,True
0,LIB060784_GEN00271402_160_S160,LIB060784_GEN00271245_3_S3,0.11786162620400004,True
1,LIB060784_GEN00271402_160_S160,LIB060784_GEN00271253_11_S11,0.2315324024207859,True
2,LIB060784_GEN00271402_160_S160,LIB060784_GEN00271261_19_S19,0.5587906531627521,True
3,LIB060784_GEN00271402_160_S160,LIB060784_GEN00271269_27_S27,0.0013814520066021433,True
4,LIB060784_GEN00271402_160_S160,LIB060784_GEN00271285_43_S43,0.2357893125866919,True
5,LIB060784_GEN00271402_160_S160,LIB060784_GEN00271293_51_S51,0.5653085262187231,True
6,LIB060784_GEN00271402_160_S160,LIB060784_GEN00271324_82_S82,0.004735023130748786,True
7,LIB060784_GEN00271402_160_S160,LIB060784_GEN00271332_90_S90,0.002652093390882533,True
0,LIB060784_GEN00271409_167_S167,LIB060784_GEN00271246_4_S4,0.009100477823891524,True
1,LIB060784_GEN00271409_167_S167,LIB060784_GEN00271254_12_S12,0.002607152809116219,True
2,LIB060784_GEN00271409_167_S167,LIB060784_GEN00271262_20_S20,0.001733580917293641,True
3,LIB060784_GEN00271409_167_S167,LIB060784_GEN00271270_28_S28,0.03948951837028598,True
4,LIB060784_GEN00271409_167_S167,LIB060784_GEN00271278_36_S36,0.00037195133479154695,True
5,LIB060784_GEN00271409_167_S167,LIB060784_GEN00271286_44_S44,0.00020775845274820663,True
6,LIB060784_GEN00271409_167_S167,LIB060784_GEN00271302_60_S60,0.05622486246020532,True
7,LIB060784_GEN00271409_167_S167,LIB060784_GEN00271309_67_S67,0.0004461361037748334,True
8,LIB060784_GEN00271409_167_S167,LIB060784_GEN00271317_75_S75,0.12653024067100843,True
9,LIB060784_GEN00271409_167_S167,LIB060784_GEN00271325_83_S83,0.03685400684061659,True
10,LIB060784_GEN00271409_167_S167,LIB060784_GEN00271333_91_S91,0.1271218693410995,True
0,LIB060784_GEN00271410_168_S168,LIB060784_GEN00271246_4_S4,0.0002654468681983773,True
1,LIB060784_GEN00271410_168_S168,LIB060784_GEN00271254_12_S12,0.002245419409678077,True
2,LIB060784_GEN00271410_168_S168,LIB060784_GEN00271262_20_S20,0.002181354364074643,True
3,LIB060784_GEN00271410_168_S168,LIB060784_GEN00271270_28_S28,0.05971635865885025,True
4,LIB060784_GEN00271410_168_S168,LIB060784_GEN00271278_36_S36,0.00037423656827967946,True
5,LIB060784_GEN00271410_168_S168,LIB060784_GEN00271286_44_S44,0.00034329194247877576,True
6,LIB060784_GEN00271410_168_S168,LIB060784_GEN00271302_60_S60,0.09134128271759571,True
7,LIB060784_GEN00271410_168_S168,LIB060784_GEN00271309_67_S67,0.00034425896203505395,True
8,LIB060784_GEN00271410_168_S168,LIB060784_GEN00271317_75_S75,0.3610751903638435,True
9,LIB060784_GEN00271410_168_S168,LIB060784_GEN00271325_83_S83,0.06286618310853755,True
10,LIB060784_GEN00271410_168_S168,LIB060784_GEN00271333_91_S91,0.3630807889235646,True
0,LIB060784_GEN00271417_175_S175,LIB060784_GEN00271247_5_S5,0.020152334812811753,True
1,LIB060784_GEN00271417_175_S175,LIB060784_GEN00271255_13_S13,0.0004559351767604469,True
2,LIB060784_GEN00271417_175_S175,LIB060784_GEN00271263_21_S21,0.0004559351767604469,True
3,LIB060784_GEN00271417_175_S175,LIB060784_GEN00271271_29_S29,0.03607833790767475,True
4,LIB060784_GEN00271417_175_S175,LIB060784_GEN00271279_37_S37,0.04491598551200396,True
5,LIB060784_GEN00271417_175_S175,LIB060784_GEN00271287_45_S45,0.03490464834032101,True
6,LIB060784_GEN00271417_175_S175,LIB060784_GEN00271295_53_S53,0.03696497568429,True
7,LIB060784_GEN00271417_175_S175,LIB060784_GEN00271310_68_S68,0.005511194520183813,True
8,LIB060784_GEN00271417_175_S175,LIB060784_GEN00271318_76_S76,0.003800875495470378,True
9,LIB060784_GEN00271417_175_S175,LIB060784_GEN00271326_84_S84,0.009418996183135546,True
10,LIB060784_GEN00271417_175_S175,LIB060784_GEN00271334_92_S92,0.22172739723221116,True
0,LIB060784_GEN00271418_176_S176,LIB060784_GEN00271247_5_S5,0.01543294532397454,True
1,LIB060784_GEN00271418_176_S176,LIB060784_GEN00271255_13_S13,0.0004820816596006904,True
2,LIB060784_GEN00271418_176_S176,LIB060784_GEN00271263_21_S21,0.0004819150223177313,True
3,LIB060784_GEN00271418_176_S176,LIB060784_GEN00271271_29_S29,0.12724306280659178,True
4,LIB060784_GEN00271418_176_S176,LIB060784_GEN00271279_37_S37,0.0941563970886467,True
5,LIB060784_GEN00271418_176_S176,LIB060784_GEN00271287_45_S45,0.12235109209076132,True
6,LIB060784_GEN00271418_176_S176,LIB060784_GEN00271295_53_S53,0.12977428313474057,True
7,LIB060784_GEN00271418_176_S176,LIB060784_GEN00271310_68_S68,0.003495883559199061,True
8,LIB060784_GEN00271418_176_S176,LIB060784_GEN00271318_76_S76,0.01135416454898453,True
9,LIB060784_GEN00271418_176_S176,LIB060784_GEN00271326_84_S84,0.017377102504258415,True
10,LIB060784_GEN00271418_176_S176,LIB060784_GEN00271334_92_S92,0.4607185932880502,True
0,LIB060784_GEN00271425_183_S183,LIB060784_GEN00271248_6_S6,0.003885685732752032,True
1,LIB060784_GEN00271425_183_S183,LIB060784_GEN00271256_14_S14,0.0003031165920384306,True
2,LIB060784_GEN00271425_183_S183,LIB060784_GEN00271264_22_S22,0.0004029485071637158,True
3,LIB060784_GEN00271425_183_S183,LIB060784_GEN00271272_30_S30,0.0015724819791754763,True
4,LIB060784_GEN00271425_183_S183,LIB060784_GEN00271280_38_S38,0.17491405015234712,True
5,LIB060784_GEN00271425_183_S183,LIB060784_GEN00271288_46_S46,0.0010800468330652614,True
6,LIB060784_GEN00271425_183_S183,LIB060784_GEN00271303_61_S61,0.0025089881052600817,True
7,LIB060784_GEN00271425_183_S183,LIB060784_GEN00271311_69_S69,0.07305497815982882,True
8,LIB060784_GEN00271425_183_S183,LIB060784_GEN00271319_77_S77,0.012078109938732689,True
9,LIB060784_GEN00271425_183_S183,LIB060784_GEN00271327_85_S85,0.016296913564441632,True
10,LIB060784_GEN00271425_183_S183,LIB060784_GEN00271335_93_S93,0.07313049867593396,True
0,LIB060784_GEN00271426_184_S184,LIB060784_GEN00271248_6_S6,0.0006787436813822279,True
1,LIB060784_GEN00271426_184_S184,LIB060784_GEN00271256_14_S14,0.00045755726172224754,True
2,LIB060784_GEN00271426_184_S184,LIB060784_GEN00271264_22_S22,0.0004456627975071228,True
3,LIB060784_GEN00271426_184_S184,LIB060784_GEN00271272_30_S30,0.0043743790203921735,True
4,LIB060784_GEN00271426_184_S184,LIB060784_GEN00271280_38_S38,0.08810508025220314,True
5,LIB060784_GEN00271426_184_S184,LIB060784_GEN00271288_46_S46,0.0020293980540656543,True
6,LIB060784_GEN00271426_184_S184,LIB060784_GEN00271303_61_S61,0.03291755010479782,True
7,LIB060784_GEN00271426_184_S184,LIB060784_GEN00271311_69_S69,0.09687256574728363,True
8,LIB060784_GEN00271426_184_S184,LIB060784_GEN00271319_77_S77,0.02056046715381668,True
9,LIB060784_GEN00271426_184_S184,LIB060784_GEN00271327_85_S85,0.007219433631167343,True
10,LIB060784_GEN00271426_184_S184,LIB060784_GEN00271335_93_S93,0.09990869100662092,True
0,LIB060784_GEN00271433_191_S191,LIB060784_GEN00271249_7_S7,0.10968855160125159,True
1,LIB060784_GEN00271433_191_S191,LIB060784_GEN00271257_15_S15,0.00012075803846009349,True
2,LIB060784_GEN00271433_191_S191,LIB060784_GEN00271265_23_S23,0.00031611770956886697,True
3,LIB060784_GEN00271433_191_S191,LIB060784_GEN00271273_31_S31,0.004438260440203303,True
4,LIB060784_GEN00271433_191_S191,LIB060784_GEN00271281_39_S39,0.0006300886095651101,True
5,LIB060784_GEN00271433_191_S191,LIB060784_GEN00271289_47_S47,0.004425647933964137,True
6,LIB060784_GEN00271433_191_S191,LIB060784_GEN00271296_54_S54,0.002468831008517467,True
7,LIB060784_GEN00271433_191_S191,LIB060784_GEN00271304_62_S62,0.00752778776640565,True
8,LIB060784_GEN00271433_191_S191,LIB060784_GEN00271312_70_S70,0.0025512148258669087,True
9,LIB060784_GEN00271433_191_S191,LIB060784_GEN00271320_78_S78,0.16449472153196332,True
10,LIB060784_GEN00271433_191_S191,LIB060784_GEN00271328_86_S86,0.001594274458869812,True
11,LIB060784_GEN00271433_191_S191,LIB060784_GEN00271336_94_S94,0.004430746606699119,True
0,LIB060784_GEN00271434_192_S192,LIB060784_GEN00271249_7_S7,0.1260612294075731,True
1,LIB060784_GEN00271434_192_S192,LIB060784_GEN00271257_15_S15,1.7323028458374573e-05,True
2,LIB060784_GEN00271434_192_S192,LIB060784_GEN00271265_23_S23,0.00024536647771638013,True
3,LIB060784_GEN00271434_192_S192,LIB060784_GEN00271273_31_S31,0.006576028444929834,True
4,LIB060784_GEN00271434_192_S192,LIB060784_GEN00271281_39_S39,0.0005765724397339597,True
5,LIB060784_GEN00271434_192_S192,LIB060784_GEN00271289_47_S47,0.0065607738377799225,True
6,LIB060784_GEN00271434_192_S192,LIB060784_GEN00271296_54_S54,0.002734711522451162,True
7,LIB060784_GEN00271434_192_S192,LIB060784_GEN00271304_62_S62,0.004094957085428902,True
8,LIB060784_GEN00271434_192_S192,LIB060784_GEN00271312_70_S70,0.003921726800845157,True
9,LIB060784_GEN00271434_192_S192,LIB060784_GEN00271320_78_S78,0.15129157397553677,True
10,LIB060784_GEN00271434_192_S192,LIB060784_GEN00271328_86_S86,0.0018455489124757866,True
11,LIB060784_GEN00271434_192_S192,LIB060784_GEN00271336_94_S94,0.006565427785723963,True
